chr1	2214726	2214727
chr1	3063713	3063714
chr1	3774964	3774965
chr1	4544044	4544045
chr1	8090578	8090579
chr1	8427263	8427264
chr1	8435885	8435886
chr1	8444361	8444362
chr1	8466082	8466083
chr1	8857043	8857044
chr1	9232223	9232224
chr1	9257545	9257546
chr1	10211630	10211631
chr1	10226118	10226119
chr1	10506158	10506159
chr1	10973025	10973026
chr1	17346235	17346236
chr1	17347907	17347908
chr1	17348042	17348043
chr1	17395867	17395868
chr1	21083738	21083739
chr1	21256818	21256819
chr1	21494497	21494498
chr1	21495264	21495265
chr1	21687978	21687979
chr1	22261235	22261236
chr1	22373858	22373859
chr1	23520972	23520973
chr1	23523531	23523532
chr1	24966593	24966594
chr1	25406057	25406058
chr1	25562931	25562932
chr1	26692640	26692641
chr1	26778121	26778122
chr1	26811902	26811903
chr1	26936054	26936055
chr1	26958422	26958423
chr1	27859995	27859996
chr1	35259602	35259603
chr1	36106319	36106320
chr1	36478315	36478316
chr1	36482287	36482288
chr1	37473572	37473573
chr1	37627051	37627052
chr1	37943401	37943402
chr1	38914713	38914714
chr1	39248566	39248567
chr1	39570256	39570257
chr1	39604267	39604268
chr1	39607339	39607340
chr1	41280098	41280099
chr1	41905743	41905744
chr1	43375311	43375312
chr1	43572014	43572015
chr1	45618711	45618712
chr1	46314092	46314093
chr1	47216089	47216090
chr1	47219005	47219006
chr1	52864786	52864787
chr1	62458777	62458778
chr1	62465961	62465962
chr1	62485187	62485188
chr1	62503731	62503732
chr1	62560271	62560272
chr1	62583880	62583881
chr1	62583922	62583923
chr1	62584148	62584149
chr1	62612551	62612552
chr1	62652525	62652526
chr1	64743428	64743429
chr1	64848529	64848530
chr1	65350884	65350885
chr1	65636574	65636575
chr1	65640261	65640262
chr1	65652146	65652147
chr1	65695778	65695779
chr1	66952344	66952345
chr1	67135003	67135004
chr1	67162145	67162146
chr1	67215986	67215987
chr1	67324915	67324916
chr1	67332762	67332763
chr1	70529879	70529880
chr1	72812932	72812933
chr1	74525718	74525719
chr1	74525960	74525961
chr1	74527379	74527380
chr1	74541036	74541037
chr1	77582646	77582647
chr1	77981077	77981078
chr1	78946283	78946284
chr1	85066028	85066029
chr1	88657760	88657761
