chrX	281000	281900	115.434882	0.12826098
chr12	147600	147700	0.609964	0.00609964
chr12	148000	148300	6.824903	0.0227496766667
chr10	1282300	1283000	39.33474	0.0561924857143
chr17	34968300	34968400	1.034978	0.01034978
chr17	77665100	77665300	0.279917	0.001399585
chr16	46391900	46392100	4.934986	0.02467493
chr16	46395400	46395500	2.759996	0.02759996
chr16	46403600	46403800	2.799988	0.01399994
chr16	46405100	46405200	1.154992	0.01154992
chr19	40404000	40404500	27.82485	0.0556497
chr22	50363100	50365500	223.904413	0.0932935054167
chr21	9825200	9827600	246.689762	0.102787400833
chr7	100550700	100551000	2.294931	0.00764977
chr7	100607500	100613300	454.13701	0.0782994844828
chr3	194041500	194047000	347.069547	0.063103554
chr2	91669700	91671700	356.979646	0.178489823
chr2	91751200	91751500	13.119968	0.0437332266667
chr2	91759700	91760100	11.039869	0.0275996725
chr2	242742300	242744700	398.944492	0.166226871667
chr1	121484100	121486000	169.229793	0.0890683121053
chr1	143743000	143744600	409.679964	0.2560499775
chr1	143745000	143745300	13.229979	0.04409993
chr1	144520000	144520300	70.114996	0.233716653333
chr1	144520500	144521800	204.78493	0.157526869231
chr1	144572900	144573100	0.514938	0.00257469
chr1	144593200	144594800	426.369951	0.266481219375
chr1	145091600	145093800	272.079672	0.123672578182
chr1	145096000	145098300	502.084845	0.218297758696
chr1	147932000	147932100	4.194998	0.04194998
chr1	148176100	148176900	187.65997	0.2345749625
chr1	148240800	148242200	257.694932	0.184067808571
chr1	148247400	148248400	202.394954	0.202394954
chr1	149334200	149334300	1.109956	0.01109956
chr1	149671800	149673300	85.854568	0.0572363786667
chr1	149680100	149680300	3.31498	0.0165749
chr1	149684100	149685400	175.084814	0.134680626154
chr9	43686300	43686800	23.559936	0.047119872
chr9	45726700	45727000	30.619988	0.102066626667
chr9	45729100	45729900	97.149956	0.121437445
chr9	70645800	70646500	116.669978	0.166671397143
chr9	136182300	136182400	0.269952	0.00269952
chr9	137040600	137041300	25.134722	0.0359067457143
chr8	2074600	2076600	290.344777	0.1451723885
chr8	145501700	145501900	0.884955	0.004424775
